telemetry_id,device_id,timestamp,temperature,humidity,pressure,status,date,battery_voltage
TEL-20240803-00078,DEV-0014,2024-08-03T13:19:49Z,64.11,88.82,987.13,ERROR,2024-08-03,25.83
TEL-20240803-00055,DEV-0025,2024-08-03T09:13:14Z,40.42,56.71,1011.83,OK,2024-08-03,20.37
TEL-20240803-00345,DEV-0001,2024-08-03T14:02:13Z,39.79,61.52,983.72,OK,2024-08-03,10.1
TEL-20240803-00049,DEV-0029,2024-08-03T17:01:23Z,28.7,81.16,1001.39,OK,2024-08-03,20.0
TEL-20240803-00128,DEV-0021,2024-08-03T04:52:18Z,82.47,54.99,1011.9,ERROR,2024-08-03,15.67
TEL-20240803-00036,DEV-0033,2024-08-03T12:48:56Z,67.67,55.64,1014.9,WARN,2024-08-03,13.58
TEL-20240803-00059,DEV-0001,2024-08-03T04:28:04Z,81.49,62.34,997.28,OK,2024-08-03,28.21
TEL-20240803-00365,DEV-0028,2024-08-03T04:01:18Z,53.2,59.49,980.77,OK,2024-08-03,10.68
TEL-20240803-00020,DEV-0003,2024-08-03T01:08:19Z,63.01,55.92,1025.62,OK,2024-08-03,16.22
TEL-20240803-00373,DEV-0050,2024-08-03T23:50:15Z,26.12,81.65,1030.97,WARN,2024-08-03,25.12
TEL-20240803-00311,DEV-0040,2024-08-03T03:01:14Z,21.68,20.73,987.36,OK,2024-08-03,27.23
TEL-20240803-00273,DEV-0049,2024-08-03T10:07:59Z,31.54,49.99,992.38,ERROR,2024-08-03,13.25
TEL-20240803-00314,DEV-0045,2024-08-03T19:50:51Z,47.23,68.91,1044.74,ERROR,2024-08-03,19.21
TEL-20240803-00398,DEV-0027,2024-08-03T22:39:31Z,39.54,34.25,989.6,ERROR,2024-08-03,14.61
TEL-20240803-00419,DEV-0039,2024-08-03T06:51:20Z,57.33,74.66,1015.57,ERROR,2024-08-03,24.26
TEL-20240803-00211,DEV-0012,2024-08-03T14:11:52Z,84.4,33.22,1014.34,OK,2024-08-03,22.95
TEL-20240803-00129,DEV-0048,2024-08-03T21:54:51Z,81.74,22.4,1002.41,ERROR,2024-08-03,29.81
TEL-20240803-00410,DEV-0002,2024-08-03T14:00:29Z,20.85,45.11,1024.64,ERROR,2024-08-03,14.36
TEL-20240803-00093,DEV-0010,2024-08-03T17:46:11Z,37.81,52.46,1011.75,WARN,2024-08-03,21.24
TEL-20240803-00436,DEV-0004,2024-08-03T18:33:57Z,58.44,55.58,1044.96,OK,2024-08-03,16.46
TEL-20240803-00488,DEV-0040,2024-08-03T04:09:10Z,54.61,20.02,985.45,OK,2024-08-03,12.74
TEL-20240803-00197,DEV-0046,2024-08-03T08:57:56Z,76.47,79.23,1019.22,OK,2024-08-03,27.9
TEL-20240803-00478,DEV-0036,2024-08-03T13:25:00Z,40.85,50.48,1000.6,OK,2024-08-03,20.45
TEL-20240803-00156,DEV-0010,2024-08-03T10:50:27Z,47.18,87.48,997.32,OK,2024-08-03,12.49
TEL-20240803-00227,DEV-0028,2024-08-03T15:44:26Z,64.33,64.56,989.68,OK,2024-08-03,17.66
TEL-20240803-00114,DEV-0008,2024-08-03T16:17:44Z,75.86,37.4,1011.63,WARN,2024-08-03,20.3
TEL-20240803-00014,DEV-0045,2024-08-03T02:50:08Z,22.77,76.17,983.84,ERROR,2024-08-03,22.52
TEL-20240803-00421,DEV-0015,2024-08-03T18:32:36Z,66.53,71.38,1017.73,OK,2024-08-03,26.95
TEL-20240803-00367,DEV-0030,2024-08-03T08:00:10Z,45.55,79.91,1015.22,OK,2024-08-03,28.05
TEL-20240803-00037,DEV-0046,2024-08-03T11:33:44Z,55.21,86.9,1013.16,ERROR,2024-08-03,18.02
TEL-20240803-00405,DEV-0048,2024-08-03T01:51:06Z,60.6,86.67,1045.27,OK,2024-08-03,27.17
TEL-20240803-00218,DEV-0008,2024-08-03T00:52:02Z,25.92,40.77,1015.81,WARN,2024-08-03,12.84
TEL-20240803-00145,DEV-0045,2024-08-03T00:25:35Z,80.94,74.84,1017.11,OK,2024-08-03,20.38
TEL-20240803-00168,DEV-0047,2024-08-03T04:30:31Z,57.66,89.86,1042.17,OK,2024-08-03,18.11
TEL-20240803-00368,DEV-0034,2024-08-03T12:32:04Z,31.44,30.6,1025.92,ERROR,2024-08-03,16.79
TEL-20240803-00069,DEV-0011,2024-08-03T00:38:06Z,31.65,28.69,1031.9,OK,2024-08-03,11.55
TEL-20240803-00470,DEV-0037,2024-08-03T00:25:49Z,35.87,45.89,1019.42,OK,2024-08-03,16.65
TEL-20240803-00066,DEV-0002,2024-08-03T02:40:44Z,70.02,52.33,1004.06,WARN,2024-08-03,27.12
TEL-20240803-00199,DEV-0011,2024-08-03T19:17:44Z,92.5,40.28,1046.91,OK,2024-08-03,25.89
TEL-20240803-00050,DEV-0043,2024-08-03T11:21:14Z,50.27,68.0,1008.24,ERROR,2024-08-03,15.99
TEL-20240803-00336,DEV-0022,2024-08-03T14:31:47Z,45.01,58.2,1026.44,OK,2024-08-03,17.29
TEL-20240803-00479,DEV-0040,2024-08-03T11:36:41Z,30.78,40.31,1027.95,ERROR,2024-08-03,29.04
TEL-20240803-00193,DEV-0009,2024-08-03T10:23:47Z,80.37,72.01,1021.22,ERROR,2024-08-03,17.43
TEL-20240803-00277,DEV-0027,2024-08-03T06:14:49Z,53.01,46.68,993.69,WARN,2024-08-03,29.01
TEL-20240803-00109,DEV-0002,2024-08-03T18:15:30Z,55.36,73.24,980.67,OK,2024-08-03,25.04
TEL-20240803-00202,DEV-0037,2024-08-03T06:37:44Z,18.68,85.0,1015.9,ERROR,2024-08-03,24.16
TEL-20240803-00242,DEV-0019,2024-08-03T05:34:06Z,23.03,61.8,1032.96,OK,2024-08-03,13.75
TEL-20240803-00464,DEV-0008,2024-08-03T12:41:25Z,28.1,71.84,998.9,OK,2024-08-03,11.53
TEL-20240803-00177,DEV-0013,2024-08-03T02:33:32Z,87.19,48.75,1043.92,OK,2024-08-03,13.11
TEL-20240803-00394,DEV-0029,2024-08-03T05:18:02Z,42.19,62.17,1042.33,OK,2024-08-03,12.59
TEL-20240803-00245,DEV-0033,2024-08-03T06:20:48Z,48.08,44.91,989.07,OK,2024-08-03,16.63
TEL-20240803-00003,DEV-0013,2024-08-03T20:25:07Z,84.98,59.84,1014.58,ERROR,2024-08-03,13.88
TEL-20240803-00334,DEV-0038,2024-08-03T00:31:55Z,37.06,27.66,1037.32,ERROR,2024-08-03,23.6
TEL-20240803-00079,DEV-0037,2024-08-03T05:16:06Z,64.19,88.7,1028.74,OK,2024-08-03,16.64
TEL-20240803-00126,DEV-0001,2024-08-03T09:03:37Z,59.24,79.3,1048.59,OK,2024-08-03,25.43
TEL-20240803-00305,DEV-0042,2024-08-03T13:43:48Z,51.51,76.94,993.87,OK,2024-08-03,26.05
TEL-20240803-00224,DEV-0046,2024-08-03T02:50:00Z,84.35,88.46,1034.44,OK,2024-08-03,16.41
TEL-20240803-00105,DEV-0011,2024-08-03T15:00:06Z,23.38,68.74,1016.75,OK,2024-08-03,24.66
TEL-20240803-00121,DEV-0021,2024-08-03T12:49:17Z,34.97,38.03,1013.34,OK,2024-08-03,23.31
TEL-20240803-00095,DEV-0033,2024-08-03T23:46:23Z,55.84,84.8,1045.82,OK,2024-08-03,17.68
TEL-20240803-00458,DEV-0011,2024-08-03T17:13:49Z,66.15,86.35,1022.93,OK,2024-08-03,12.58
TEL-20240803-00454,DEV-0026,2024-08-03T22:08:49Z,85.93,78.81,1040.48,ERROR,2024-08-03,18.24
TEL-20240803-00155,DEV-0045,2024-08-03T20:12:45Z,46.65,66.01,1037.44,ERROR,2024-08-03,13.28
TEL-20240803-00499,DEV-0008,2024-08-03T01:28:40Z,72.72,42.0,1040.05,OK,2024-08-03,29.67
TEL-20240803-00453,DEV-0029,2024-08-03T10:15:42Z,50.71,32.33,1046.94,OK,2024-08-03,16.95
TEL-20240803-00076,DEV-0028,2024-08-03T03:14:13Z,26.15,42.64,981.05,OK,2024-08-03,10.24
TEL-20240803-00001,DEV-0049,2024-08-03T08:43:58Z,72.61,33.41,1037.14,OK,2024-08-03,26.17
TEL-20240803-00459,DEV-0035,2024-08-03T00:46:01Z,79.79,26.32,1029.33,OK,2024-08-03,25.34
TEL-20240803-00085,DEV-0027,2024-08-03T20:52:18Z,75.79,36.03,1031.3,OK,2024-08-03,14.84
TEL-20240803-00203,DEV-0034,2024-08-03T08:19:54Z,34.97,69.58,1018.65,OK,2024-08-03,14.48
TEL-20240803-00235,DEV-0012,2024-08-03T15:47:08Z,75.6,68.9,1000.97,WARN,2024-08-03,24.45
TEL-20240803-00400,DEV-0042,2024-08-03T14:07:01Z,56.42,22.36,999.46,WARN,2024-08-03,16.01
TEL-20240803-00073,DEV-0016,2024-08-03T06:05:01Z,50.47,89.25,1003.6,OK,2024-08-03,23.6
TEL-20240803-00444,DEV-0008,2024-08-03T11:51:05Z,75.31,35.57,985.2,OK,2024-08-03,20.14
TEL-20240803-00389,DEV-0015,2024-08-03T00:59:03Z,20.03,74.73,993.73,ERROR,2024-08-03,27.21
TEL-20240803-00457,DEV-0018,2024-08-03T15:46:14Z,44.17,77.3,1001.6,WARN,2024-08-03,14.43
TEL-20240803-00171,DEV-0011,2024-08-03T21:59:56Z,76.81,83.27,992.24,OK,2024-08-03,26.79
TEL-20240803-00342,DEV-0018,2024-08-03T09:12:02Z,62.62,69.13,1038.39,OK,2024-08-03,18.67
TEL-20240803-00375,DEV-0039,2024-08-03T20:53:01Z,89.11,42.48,1028.91,WARN,2024-08-03,12.66
TEL-20240803-00485,DEV-0043,2024-08-03T06:04:37Z,29.74,71.15,999.6,OK,2024-08-03,21.27
TEL-20240803-00301,DEV-0042,2024-08-03T16:22:25Z,20.31,32.59,1002.59,OK,2024-08-03,17.15
TEL-20240803-00269,DEV-0001,2024-08-03T14:53:54Z,27.68,51.45,1047.86,OK,2024-08-03,10.73
TEL-20240803-00306,DEV-0032,2024-08-03T01:17:26Z,27.18,51.69,1022.1,ERROR,2024-08-03,17.66
TEL-20240803-00415,DEV-0003,2024-08-03T19:15:22Z,26.41,55.49,987.92,OK,2024-08-03,14.74
TEL-20240803-00086,DEV-0035,2024-08-03T01:58:58Z,69.21,37.38,1028.11,OK,2024-08-03,22.16
TEL-20240803-00388,DEV-0003,2024-08-03T03:02:31Z,57.09,65.52,1010.21,OK,2024-08-03,25.63
TEL-20240803-00452,DEV-0041,2024-08-03T12:38:22Z,59.84,40.68,995.33,OK,2024-08-03,18.39
TEL-20240803-00015,DEV-0005,2024-08-03T03:43:03Z,61.06,40.64,1006.7,OK,2024-08-03,22.35
TEL-20240803-00341,DEV-0029,2024-08-03T16:11:16Z,88.1,44.42,1003.18,ERROR,2024-08-03,18.35
TEL-20240803-00330,DEV-0014,2024-08-03T11:40:18Z,72.35,40.16,980.22,OK,2024-08-03,20.06
TEL-20240803-00296,DEV-0013,2024-08-03T02:22:45Z,60.47,40.6,1032.16,WARN,2024-08-03,18.72
TEL-20240803-00390,DEV-0044,2024-08-03T21:47:01Z,60.54,23.65,1033.6,OK,2024-08-03,18.59
TEL-20240803-00219,DEV-0015,2024-08-03T00:14:27Z,47.67,44.73,1000.08,WARN,2024-08-03,23.74
TEL-20240803-00425,DEV-0005,2024-08-03T11:41:30Z,64.6,51.43,1009.32,ERROR,2024-08-03,26.56
TEL-20240803-00056,DEV-0011,2024-08-03T10:55:58Z,49.64,30.99,987.75,ERROR,2024-08-03,18.37
TEL-20240803-00260,DEV-0048,2024-08-03T15:07:17Z,53.0,58.16,1046.4,OK,2024-08-03,22.8
TEL-20240803-00120,DEV-0014,2024-08-03T05:48:42Z,71.89,27.38,1049.54,OK,2024-08-03,13.2
TEL-20240803-00021,DEV-0035,2024-08-03T04:09:30Z,41.77,44.0,1005.82,OK,2024-08-03,20.35
TEL-20240803-00154,DEV-0006,2024-08-03T08:43:27Z,90.4,30.03,994.26,OK,2024-08-03,29.91
TEL-20240803-00206,DEV-0021,2024-08-03T02:45:56Z,60.29,70.55,1008.58,ERROR,2024-08-03,15.9
TEL-20240803-00248,DEV-0044,2024-08-03T20:09:49Z,73.33,89.54,1015.11,ERROR,2024-08-03,23.03
TEL-20240803-00355,DEV-0026,2024-08-03T04:25:42Z,18.46,76.52,1041.24,WARN,2024-08-03,26.78
TEL-20240803-00308,DEV-0026,2024-08-03T01:57:34Z,88.69,22.74,1025.13,OK,2024-08-03,19.4
TEL-20240803-00460,DEV-0036,2024-08-03T02:41:03Z,57.94,45.35,993.89,OK,2024-08-03,26.76
TEL-20240803-00130,DEV-0008,2024-08-03T08:54:45Z,62.2,64.18,995.1,OK,2024-08-03,24.08
TEL-20240803-00125,DEV-0038,2024-08-03T06:47:07Z,62.11,28.92,1001.94,WARN,2024-08-03,21.54
TEL-20240803-00243,DEV-0013,2024-08-03T20:59:02Z,36.51,25.95,1019.91,OK,2024-08-03,21.27
TEL-20240803-00205,DEV-0004,2024-08-03T20:15:52Z,34.17,28.13,1025.41,ERROR,2024-08-03,29.44
TEL-20240803-00401,DEV-0006,2024-08-03T01:17:54Z,64.95,54.68,1040.39,WARN,2024-08-03,18.88
TEL-20240803-00295,DEV-0014,2024-08-03T00:20:08Z,34.92,70.94,1045.79,OK,2024-08-03,15.47
TEL-20240803-00304,DEV-0039,2024-08-03T06:33:13Z,25.92,39.46,1022.55,OK,2024-08-03,21.48
TEL-20240803-00234,DEV-0002,2024-08-03T04:23:09Z,24.08,25.39,1019.84,WARN,2024-08-03,12.99
TEL-20240803-00316,DEV-0043,2024-08-03T03:33:33Z,36.52,53.45,1014.31,OK,2024-08-03,16.44
TEL-20240803-00225,DEV-0025,2024-08-03T14:46:50Z,78.49,53.49,984.71,ERROR,2024-08-03,18.55
TEL-20240803-00012,DEV-0022,2024-08-03T01:52:21Z,58.01,36.57,985.1,ERROR,2024-08-03,22.39
TEL-20240803-00411,DEV-0004,2024-08-03T18:05:17Z,87.07,58.6,1046.73,WARN,2024-08-03,13.6
TEL-20240803-00280,DEV-0001,2024-08-03T13:02:00Z,20.02,75.34,1038.85,ERROR,2024-08-03,26.4
TEL-20240803-00473,DEV-0017,2024-08-03T13:19:47Z,44.02,30.54,1002.5,ERROR,2024-08-03,21.97
TEL-20240803-00084,DEV-0029,2024-08-03T23:56:21Z,28.34,42.23,1035.09,OK,2024-08-03,20.42
TEL-20240803-00157,DEV-0008,2024-08-03T21:35:26Z,23.08,64.81,1005.4,OK,2024-08-03,25.56
TEL-20240803-00361,DEV-0004,2024-08-03T03:19:25Z,55.25,32.88,996.44,ERROR,2024-08-03,15.21
TEL-20240803-00377,DEV-0011,2024-08-03T13:52:33Z,80.27,33.46,1020.75,OK,2024-08-03,14.07
TEL-20240803-00052,DEV-0039,2024-08-03T19:36:55Z,48.1,46.69,1046.41,OK,2024-08-03,20.69
TEL-20240803-00332,DEV-0011,2024-08-03T05:21:57Z,53.05,87.36,1026.62,WARN,2024-08-03,16.68
TEL-20240803-00173,DEV-0016,2024-08-03T17:54:49Z,84.05,40.3,1013.82,OK,2024-08-03,14.26
TEL-20240803-00172,DEV-0033,2024-08-03T11:03:27Z,56.15,31.93,1047.88,OK,2024-08-03,28.28
TEL-20240803-00376,DEV-0041,2024-08-03T18:35:12Z,33.07,54.38,1027.52,OK,2024-08-03,14.02
TEL-20240803-00216,DEV-0007,2024-08-03T17:47:52Z,44.06,69.52,994.16,WARN,2024-08-03,25.19
TEL-20240803-00082,DEV-0008,2024-08-03T09:15:47Z,50.99,37.05,985.56,OK,2024-08-03,17.49
TEL-20240803-00005,DEV-0037,2024-08-03T07:56:33Z,74.13,39.2,1039.34,OK,2024-08-03,29.84
TEL-20240803-00184,DEV-0022,2024-08-03T13:38:47Z,18.62,53.61,999.76,OK,2024-08-03,25.22
TEL-20240803-00323,DEV-0010,2024-08-03T14:56:06Z,75.37,36.84,1042.59,OK,2024-08-03,15.34
TEL-20240803-00054,DEV-0044,2024-08-03T17:11:02Z,81.64,62.24,981.88,OK,2024-08-03,11.39
TEL-20240803-00402,DEV-0015,2024-08-03T06:24:11Z,68.81,57.27,1026.23,OK,2024-08-03,20.83
TEL-20240803-00372,DEV-0047,2024-08-03T05:14:06Z,69.23,54.96,1027.55,OK,2024-08-03,25.2
TEL-20240803-00018,DEV-0013,2024-08-03T03:06:00Z,63.83,24.73,1035.26,OK,2024-08-03,28.09
TEL-20240803-00302,DEV-0005,2024-08-03T06:42:23Z,46.64,74.57,988.56,OK,2024-08-03,23.77
TEL-20240803-00379,DEV-0047,2024-08-03T20:33:31Z,32.64,34.52,1037.93,ERROR,2024-08-03,17.04
TEL-20240803-00194,DEV-0042,2024-08-03T08:13:37Z,47.57,82.1,989.13,ERROR,2024-08-03,12.41
TEL-20240803-00289,DEV-0008,2024-08-03T14:59:38Z,27.45,29.93,998.34,OK,2024-08-03,11.86
TEL-20240803-00191,DEV-0004,2024-08-03T21:47:20Z,34.32,53.04,1043.59,OK,2024-08-03,18.62
TEL-20240803-00166,DEV-0027,2024-08-03T10:54:05Z,66.87,25.37,996.8,OK,2024-08-03,13.3
TEL-20240803-00301,DEV-0042,2024-08-03T16:22:25Z,20.31,32.59,1002.59,OK,2024-08-03,17.15
TEL-20240803-00384,DEV-0008,2024-08-03T18:30:59Z,88.64,38.41,982.1,OK,2024-08-03,18.43
TEL-20240803-00437,DEV-0021,2024-08-03T05:09:02Z,80.68,71.42,1049.24,OK,2024-08-03,18.61
TEL-20240803-00244,DEV-0031,2024-08-03T01:03:20Z,25.18,41.6,1048.64,OK,2024-08-03,29.17
TEL-20240803-00476,DEV-0028,2024-08-03T22:04:24Z,27.8,20.95,1016.4,OK,2024-08-03,13.32
TEL-20240803-00412,DEV-0050,2024-08-03T08:16:55Z,56.11,35.92,992.21,ERROR,2024-08-03,23.12
TEL-20240803-00338,DEV-0018,2024-08-03T21:33:46Z,67.26,30.35,1008.72,OK,2024-08-03,23.19
TEL-20240803-00265,DEV-0023,2024-08-03T13:30:30Z,59.23,74.87,1047.59,WARN,2024-08-03,17.09
TEL-20240803-00480,DEV-0024,2024-08-03T16:38:16Z,54.35,34.74,1003.11,OK,2024-08-03,13.28
TEL-20240803-00017,DEV-0040,2024-08-03T19:06:21Z,68.12,67.3,981.82,ERROR,2024-08-03,16.56
TEL-20240803-00134,DEV-0047,2024-08-03T09:18:44Z,89.08,69.08,1018.36,OK,2024-08-03,12.62
TEL-20240803-00240,DEV-0005,2024-08-03T22:29:30Z,42.12,64.93,1037.91,OK,2024-08-03,11.09
TEL-20240803-00462,DEV-0016,2024-08-03T00:02:54Z,19.54,85.82,987.18,WARN,2024-08-03,25.83
TEL-20240803-00426,DEV-0009,2024-08-03T17:15:49Z,88.01,67.19,1026.61,ERROR,2024-08-03,15.21
TEL-20240803-00403,DEV-0023,2024-08-03T00:58:38Z,76.09,43.54,1037.97,OK,2024-08-03,26.2
TEL-20240803-00263,DEV-0006,2024-08-03T04:04:17Z,49.19,40.88,1029.85,WARN,2024-08-03,20.5
TEL-20240803-00475,DEV-0016,2024-08-03T10:29:45Z,55.19,58.84,1031.78,OK,2024-08-03,28.42
TEL-20240803-00138,DEV-0028,2024-08-03T21:53:10Z,89.3,26.72,1048.19,OK,2024-08-03,28.9
TEL-20240803-00381,DEV-0009,2024-08-03T16:19:06Z,27.08,36.14,1022.1,OK,2024-08-03,10.45
TEL-20240803-00283,DEV-0012,2024-08-03T12:57:20Z,57.83,50.62,986.97,OK,2024-08-03,20.09
TEL-20240803-00258,DEV-0023,2024-08-03T14:29:41Z,59.2,77.28,987.64,OK,2024-08-03,24.64
TEL-20240803-00359,DEV-0020,2024-08-03T23:59:00Z,80.03,63.66,994.05,OK,2024-08-03,10.0
TEL-20240803-00176,DEV-0023,2024-08-03T03:00:22Z,86.55,33.03,1004.82,OK,2024-08-03,18.62
TEL-20240803-00107,DEV-0014,2024-08-03T05:12:03Z,75.74,76.64,993.43,WARN,2024-08-03,18.81
TEL-20240803-00148,DEV-0042,2024-08-03T05:05:35Z,37.77,72.71,985.92,OK,2024-08-03,20.12
TEL-20240803-00350,DEV-0009,2024-08-03T21:49:12Z,37.25,49.14,993.97,OK,2024-08-03,11.71
TEL-20240803-00331,DEV-0045,2024-08-03T19:30:47Z,41.51,83.47,996.7,OK,2024-08-03,23.63
TEL-20240803-00178,DEV-0043,2024-08-03T08:14:30Z,48.44,40.95,1009.98,OK,2024-08-03,20.73
TEL-20240803-00223,DEV-0019,2024-08-03T11:56:06Z,38.87,54.95,1005.84,OK,2024-08-03,26.21
TEL-20240803-00360,DEV-0039,2024-08-03T03:33:06Z,37.03,27.25,981.73,ERROR,2024-08-03,18.88
TEL-20240803-00108,DEV-0040,2024-08-03T03:55:40Z,30.79,40.52,1006.44,OK,2024-08-03,11.29
TEL-20240803-00292,DEV-0012,2024-08-03T09:00:57Z,31.76,59.71,1022.47,OK,2024-08-03,12.34
TEL-20240803-00276,DEV-0048,2024-08-03T19:59:34Z,25.68,51.09,1020.69,OK,2024-08-03,23.35
TEL-20240803-00080,DEV-0041,2024-08-03T22:20:54Z,69.31,24.73,981.24,ERROR,2024-08-03,18.98
TEL-20240803-00429,DEV-0046,2024-08-03T15:47:06Z,27.73,22.39,1010.2,OK,2024-08-03,29.8
TEL-20240803-00300,DEV-0041,2024-08-03T02:28:10Z,86.49,87.07,997.71,WARN,2024-08-03,15.87
TEL-20240803-00019,DEV-0009,2024-08-03T20:32:16Z,45.37,53.7,1023.46,OK,2024-08-03,14.86
TEL-20240803-00088,DEV-0004,2024-08-03T20:09:13Z,27.67,32.16,1018.42,OK,2024-08-03,14.73
TEL-20240803-00352,DEV-0029,2024-08-03T22:20:32Z,89.99,69.88,1012.79,WARN,2024-08-03,19.33
TEL-20240803-00324,DEV-0031,2024-08-03T21:33:28Z,45.1,28.28,1018.52,OK,2024-08-03,18.63
TEL-20240803-00231,DEV-0050,2024-08-03T04:18:29Z,29.1,79.73,1048.03,WARN,2024-08-03,14.85
TEL-20240803-00268,DEV-0030,2024-08-03T04:31:55Z,42.36,75.44,1027.18,OK,2024-08-03,20.41
TEL-20240803-00451,DEV-0031,2024-08-03T16:42:11Z,85.6,78.85,1041.25,WARN,2024-08-03,19.8
TEL-20240803-00396,DEV-0048,2024-08-03T11:57:58Z,84.12,51.05,1001.19,OK,2024-08-03,25.6
TEL-20240803-00179,DEV-0018,2024-08-03T03:28:42Z,82.63,31.33,1004.76,WARN,2024-08-03,10.12
TEL-20240803-00187,DEV-0013,2024-08-03T18:40:40Z,29.45,28.43,1008.09,OK,2024-08-03,29.81
TEL-20240803-00297,DEV-0026,2024-08-03T06:16:11Z,33.24,79.22,1030.22,WARN,2024-08-03,12.06
TEL-20240803-00182,DEV-0044,2024-08-03T22:08:20Z,75.83,74.62,1007.99,WARN,2024-08-03,12.63
TEL-20240803-00251,DEV-0032,2024-08-03T03:51:00Z,28.98,80.93,1018.3,OK,2024-08-03,19.98
TEL-20240803-00048,DEV-0047,2024-08-03T14:21:50Z,24.61,79.21,1010.02,WARN,2024-08-03,14.19
TEL-20240803-00136,DEV-0029,2024-08-03T22:30:18Z,87.09,34.68,1036.31,OK,2024-08-03,24.71
TEL-20240803-00226,DEV-0047,2024-08-03T08:09:05Z,42.88,28.93,1033.73,OK,2024-08-03,16.39
TEL-20240803-00358,DEV-0034,2024-08-03T04:35:47Z,92.48,29.55,1042.65,OK,2024-08-03,16.02
TEL-20240803-00133,DEV-0036,2024-08-03T12:21:27Z,70.2,89.32,1033.04,WARN,2024-08-03,11.44
TEL-20240803-00214,DEV-0001,2024-08-03T19:06:24Z,47.57,27.7,980.95,OK,2024-08-03,12.64
TEL-20240803-00091,DEV-0024,2024-08-03T12:24:10Z,54.24,49.59,1022.66,WARN,2024-08-03,25.21
TEL-20240803-00103,DEV-0025,2024-08-03T18:19:46Z,49.69,81.35,1030.94,OK,2024-08-03,12.19
TEL-20240803-00140,DEV-0008,2024-08-03T07:25:31Z,41.31,61.73,992.07,WARN,2024-08-03,25.52
TEL-20240803-00097,DEV-0011,2024-08-03T06:48:27Z,91.7,73.99,1032.61,OK,2024-08-03,20.19
TEL-20240803-00428,DEV-0050,2024-08-03T06:57:11Z,85.48,21.09,988.46,OK,2024-08-03,25.31
TEL-20240803-00116,DEV-0048,2024-08-03T10:43:28Z,35.98,53.92,1031.74,OK,2024-08-03,16.97
TEL-20240803-00212,DEV-0002,2024-08-03T09:10:56Z,31.69,47.59,1022.55,OK,2024-08-03,12.87
TEL-20240803-00162,DEV-0026,2024-08-03T15:37:08Z,37.95,68.07,1029.93,OK,2024-08-03,12.85
TEL-20240803-00481,DEV-0046,2024-08-03T15:00:20Z,50.06,30.52,984.69,OK,2024-08-03,16.24
TEL-20240803-00072,DEV-0020,2024-08-03T14:03:38Z,18.36,74.07,1033.7,OK,2024-08-03,17.49
TEL-20240803-00143,DEV-0037,2024-08-03T15:17:44Z,75.39,75.6,992.68,WARN,2024-08-03,30.0
TEL-20240803-00092,DEV-0031,2024-08-03T00:48:24Z,50.91,25.83,1043.45,OK,2024-08-03,21.9
TEL-20240803-00147,DEV-0039,2024-08-03T22:11:00Z,60.71,76.04,988.61,OK,2024-08-03,21.5
TEL-20240803-00362,DEV-0040,2024-08-03T21:28:54Z,68.68,28.62,990.24,OK,2024-08-03,13.7
TEL-20240803-00195,DEV-0038,2024-08-03T20:52:12Z,32.86,51.2,986.9,ERROR,2024-08-03,22.38
TEL-20240803-00028,DEV-0008,2024-08-03T04:18:28Z,32.97,61.0,1033.59,OK,2024-08-03,29.51
TEL-20240803-00159,DEV-0008,2024-08-03T05:33:46Z,85.41,61.22,1036.48,OK,2024-08-03,20.58
TEL-20240803-00068,DEV-0005,2024-08-03T02:35:42Z,36.66,86.5,989.82,OK,2024-08-03,26.83
TEL-20240803-00378,DEV-0009,2024-08-03T00:23:49Z,49.42,58.26,985.04,OK,2024-08-03,23.65
TEL-20240803-00387,DEV-0005,2024-08-03T13:38:47Z,65.16,25.64,1018.6,OK,2024-08-03,15.41
TEL-20240803-00497,DEV-0041,2024-08-03T14:31:11Z,54.46,81.25,1032.54,OK,2024-08-03,10.76
TEL-20240803-00098,DEV-0032,2024-08-03T20:44:23Z,71.63,65.56,1044.86,OK,2024-08-03,14.85
TEL-20240803-00443,DEV-0008,2024-08-03T14:56:27Z,55.98,26.08,989.58,OK,2024-08-03,24.63
TEL-20240803-00329,DEV-0026,2024-08-03T12:25:06Z,34.93,77.68,1028.42,WARN,2024-08-03,14.11
TEL-20240803-00349,DEV-0007,2024-08-03T08:58:19Z,63.97,32.13,1010.51,OK,2024-08-03,26.09
TEL-20240803-00484,DEV-0028,2024-08-03T18:46:19Z,46.28,73.69,1045.4,ERROR,2024-08-03,20.82
TEL-20240803-00158,DEV-0010,2024-08-03T07:17:00Z,25.54,88.56,995.56,OK,2024-08-03,25.65
TEL-20240803-00127,DEV-0044,2024-08-03T04:33:42Z,64.32,35.55,1007.67,ERROR,2024-08-03,27.05
TEL-20240803-00371,DEV-0045,2024-08-03T10:37:37Z,44.8,63.22,1008.26,OK,2024-08-03,10.59
TEL-20240803-00450,DEV-0046,2024-08-03T05:02:26Z,70.97,62.94,1024.17,OK,2024-08-03,22.75
TEL-20240803-00042,DEV-0017,2024-08-03T20:04:22Z,87.41,40.62,1015.12,ERROR,2024-08-03,22.87
TEL-20240803-00236,DEV-0029,2024-08-03T20:44:00Z,40.08,30.91,1041.68,OK,2024-08-03,22.08
TEL-20240803-00192,DEV-0017,2024-08-03T15:23:21Z,41.44,26.78,980.96,ERROR,2024-08-03,25.41
TEL-20240803-00327,DEV-0032,2024-08-03T16:27:06Z,70.45,65.24,1047.13,OK,2024-08-03,12.3
