Transaction_ID,Customer_ID,Price,Status,Product_Name,Quantity,Date
548,C-232,235.83,Processing,External SSD,4,2024-09-30
549,C-148,1270.85,Cancelled,3D Printer,5,2024-06-28
550,C-180,239.88,Cancelled,Docking Station,5,2024-12-03
551,C-195,776.55,Pending,VR Headset,1,2024-03-06
552,C-171,17.95,Processing,Mouse Pad,2,2024-09-07
553,C-224,213.2,Processing,Headphones,5,2024-10-01
554,C-282,197.79,Delivered,Headphones,1,2024-07-15
555,C-262,61.77,Delivered,Bluetooth Speaker,3,2024-02-15
556,C-280,42.81,Processing,Network Switch,1,2024-09-06
557,C-149,107.78,Pending,Keyboard,5,2024-05-11
558,C-234,20.51,Pending,Surge Protector,2,2024-05-13
559,C-177,419.97,Shipped,Drone,5,2024-04-17
560,C-104,12.73,Shipped,Printer Cable,3,2024-10-10
561,C-163,17.84,Processing,Cable Organizer,4,2024-04-08
562,C-21,474.05,Delivered,Graphics Tablet,4,2024-10-25
563,C-229,11.7,Delivered,USB Cable,2,2024-05-11
564,C-44,2402.75,Delivered,3D Printer,1,2024-02-09
565,C-72,64.54,Delivered,Fitness Tracker,5,2024-04-13
566,C-268,291.89,Pending,MIDI Keyboard,4,2024-10-09
567,C-9,47.59,Delivered,Laptop Cooling Pad,1,2024-01-25
568,C-74,49.59,Processing,Surge Protector,1,2024-09-20
569,C-153,165.55,Shipped,Audio Interface,2,2024-10-05
570,C-36,15.93,Delivered,HDMI Cable,2,2024-07-26
571,C-216,427.27,Cancelled,Studio Microphone,3,2024-11-26
572,C-184,68.47,Delivered,Laptop Stand,3,2024-10-19
573,C-143,35.29,Shipped,Surge Protector,1,2024-08-14
574,C-6,190.63,Delivered,Headphones,5,2024-01-05
575,C-148,53.61,Delivered,Bluetooth Speaker,5,2024-05-09
576,C-174,247.91,Processing,MIDI Keyboard,3,2024-01-04
577,C-187,68.27,Shipped,Router,4,2024-10-11
578,C-54,26.53,Shipped,Phone Charger,2,2024-02-03
579,C-211,181.09,Delivered,MIDI Keyboard,5,2024-03-14
580,C-178,463.88,Processing,Smart Watch,5,2024-06-16
581,C-282,37.62,Pending,Power Bank,4,2024-08-28
582,C-74,98.01,Delivered,Keyboard,5,2024-05-25
583,C-6,38.16,Pending,Phone Charger,4,2024-08-11
584,C-287,375.42,Pending,Studio Headphones,2,2024-03-27
585,C-75,264.94,Shipped,External SSD,4,2024-07-04
586,C-224,14.12,Cancelled,USB Cable,4,2024-06-28
587,C-97,59.01,Cancelled,Laptop Stand,1,2024-07-14
588,C-184,167.62,Delivered,Studio Microphone,1,2024-05-01
589,C-29,209.42,Pending,Gaming Headset,5,2024-04-27
590,C-120,22.48,Pending,Cable Organizer,4,2024-05-27
591,C-21,394.05,Cancelled,Portable Monitor,2,2024-12-11
592,C-264,175.04,Cancelled,Mechanical Keyboard,2,2024-02-22
593,C-14,194.64,Cancelled,Smart Watch,1,2024-11-04
594,C-230,28.13,Cancelled,Phone Case,2,2024-12-31
595,C-256,16.63,Processing,Cable Organizer,4,2024-07-28
596,C-78,266.64,Cancelled,External SSD,5,2024-08-22
597,C-247,14.97,Processing,HDMI Cable,5,2024-06-29
598,C-87,84.76,Cancelled,Desk Lamp,3,2024-10-01
599,C-117,219.12,Shipped,External SSD,1,2024-09-18
600,C-261,250.47,Pending,Portable Monitor,5,2024-02-04
601,C-209,12.99,Cancelled,HDMI Cable,4,2024-10-13
602,C-151,66.77,Cancelled,Laptop Bag,4,2024-08-01
603,C-138,115.76,Shipped,Fitness Tracker,1,2024-08-23
604,C-191,0.0,Processing,Wireless Mouse,4,2024-11-18
605,C-38,118.0,Processing,Mechanical Keyboard,1,2024-04-19
606,C-193,243.61,Delivered,Drawing Tablet,2,2024-06-20
607,C-208,251.25,Delivered,Router,3,2024-10-28
608,C-90,1274.36,Processing,Drone,3,2024-01-31
609,C-288,28.21,Pending,Cable Organizer,4,2024-04-21
610,C-294,40.7,Shipped,Laptop Cooling Pad,1,2024-04-21
611,C-281,34.21,Processing,Wireless Mouse,3,2024-09-25
612,C-173,52.0,Pending,Tablet Stand,3,2024-09-16
613,C-227,10.76,Processing,Screen Protector,3,2024-03-03
614,C-231,451.95,Processing,VR Headset,3,2024-09-22
615,C-13,122.66,Pending,MIDI Keyboard,1,2024-03-01
616,C-259,154.13,Pending,External SSD,3,2024-02-05
617,C-260,41.19,Processing,Surge Protector,1,2024-02-26
618,C-266,105.09,Processing,Microphone,5,2024-03-19
619,C-159,39.23,Pending,Power Bank,1,2024-04-19
620,C-43,38.35,Pending,Tablet Stand,4,2024-05-25
621,C-4,235.46,Pending,Drawing Tablet,1,2024-04-24
622,C-29,19.71,Delivered,Cable Organizer,4,2024-04-13
623,C-284,100.06,Cancelled,Studio Microphone,1,2024-01-19
624,C-233,98.53,Cancelled,Gaming Headset,3,2024-02-01
625,C-23,31.31,Pending,Wireless Mouse,5,2024-07-08
626,C-144,196.96,Delivered,Network Switch,5,2024-04-07
627,C-151,295.49,Cancelled,Router,2,2024-11-12
628,C-68,102.56,Processing,Mechanical Keyboard,4,2024-10-24
629,C-282,306.42,Cancelled,Studio Headphones,3,2024-06-23
630,C-180,13.22,Pending,Printer Cable,5,2024-02-29
631,C-37,214.29,Delivered,UPS Battery Backup,2,2024-07-08
632,C-56,93.15,Delivered,Fitness Tracker,2,2024-10-29
633,C-93,1304.46,Delivered,Drone,2,2024-04-13
634,C-240,-19.45,Processing,USB Hub,2,2024-04-25
635,C-290,249.97,Shipped,Router,5,2024-07-03
636,C-262,30.65,Pending,Laptop Cooling Pad,1,2024-03-28
637,C-184,328.66,Processing,Drawing Tablet,1,2024-10-18
638,C-32,19.02,Delivered,USB Cable,5,2024-07-11
639,C-165,283.54,Shipped,Audio Interface,1,2024-10-03
640,C-85,204.98,Cancelled,Graphics Tablet,1,2024-03-14
641,C-261,50.14,Pending,Tablet Stand,3,2024-02-16
642,C-158,39.78,Delivered,Laptop Sleeve,2,2024-05-07
643,C-114,92.99,Cancelled,MIDI Keyboard,3,2024-12-27
644,C-109,327.21,Pending,Monitor,4,2024-07-05
645,C-171,263.77,Cancelled,Drawing Tablet,1,2024-03-26
646,C-271,55.88,Shipped,Laptop Bag,1,2024-03-15
647,C-274,189.04,Processing,Headphones,1,2024-10-15
648,C-202,38.36,Delivered,Wireless Charger,3,2024-06-02
649,C-258,16.47,Processing,Screen Protector,1,2024-05-20
650,C-99,162.79,Delivered,Bluetooth Speaker,5,2024-03-06
651,C-178,195.02,Delivered,Smart Watch,2,2024-02-10
652,C-96,41.34,Pending,USB Flash Drive,1,2024-03-21
653,C-74,202.07,Shipped,Audio Interface,3,2024-01-26
654,C-256,76.96,Processing,Desk Lamp,5,2024-10-01
655,C-202,46.25,Shipped,Ring Light,1,2024-02-20
656,C-286,162.82,Shipped,External SSD,3,2024-01-01
657,C-25,16.34,Delivered,USB Cable,2,2024-11-09
658,C-74,26.28,Delivered,Cable Organizer,2,2024-08-18
659,C-60,27.46,Pending,Mouse Pad,3,2024-03-11
660,C-80,54.94,Shipped,Laptop Cooling Pad,4,2024-08-30
661,C-153,362.98,Processing,Audio Interface,3,2024-03-19
662,C-161,163.32,Delivered,UPS Battery Backup,1,2024-12-09
663,C-131,272.69,Processing,Portable Monitor,4,2024-12-28
664,C-197,24.78,Shipped,Screen Protector,2,2024-12-21
665,C-13,73.76,Cancelled,Laptop Bag,2,2024-03-01
666,C-230,57.62,Cancelled,Wireless Mouse,1,2024-09-30
667,C-268,85.48,Cancelled,Laptop Bag,5,2024-02-10
668,C-137,151.8,Processing,Router,4,2024-09-13
669,C-106,314.56,Delivered,Audio Interface,5,2024-12-21
670,C-268,34.32,Shipped,Power Bank,2,2024-11-06
671,C-174,41.75,Pending,Tablet Stand,2,2024-12-11
672,C-211,646.43,Cancelled,VR Headset,3,2024-02-03
673,C-81,297.37,Pending,UPS Battery Backup,5,2024-10-15
674,C-158,215.93,Processing,Gaming Headset,1,2024-12-25
675,C-12,73.41,Shipped,Ring Light,3,2024-11-13
676,C-100,1278.48,Shipped,Drone,3,2024-10-12
677,C-77,95.89,Shipped,Webcam,2,2024-04-13
678,C-152,55.86,Processing,Laptop Stand,5,2024-06-24
679,C-197,15.47,Pending,Mouse Pad,2,2024-02-24
680,C-248,53.77,Cancelled,USB Hub,4,2024-02-23
681,C-10,148.53,Pending,Docking Station,1,2024-10-08
682,C-290,213.11,Delivered,Wireless Earbuds,2,2024-03-16
683,C-63,27.48,Shipped,Phone Case,4,2024-11-18
684,C-230,259.91,Cancelled,Action Camera,3,2024-12-23
685,C-155,66.22,Processing,Laptop Stand,3,2024-03-18
686,C-195,553.71,Delivered,3D Printer,2,2024-02-22
687,C-212,350.7,Delivered,MIDI Keyboard,4,2024-03-02
688,C-65,20.21,Processing,Cable Organizer,3,2024-11-17
689,C-272,53.35,Cancelled,Laptop Stand,2,2024-06-16
690,C-115,105.8,Cancelled,Fitness Tracker,3,2024-10-27
691,C-143,257.76,Delivered,Docking Station,1,2024-01-30
692,C-296,75.67,Delivered,Network Switch,2,2024-06-26
693,C-203,255.47,Pending,External SSD,3,2024-03-04
694,C-39,16.19,Delivered,Printer Cable,2,2024-07-29
695,C-246,67.12,Pending,Ring Light,2,2024-10-03
696,C-160,233.08,Delivered,Gaming Headset,3,2024-10-20
697,C-178,82.17,Processing,Router,3,2024-04-02
698,C-227,469.31,Pending,Audio Interface,2,2024-03-11
699,C-173,160.64,Pending,Docking Station,1,2024-08-27
700,C-144,20.1,Shipped,Ethernet Cable,4,2024-05-25
701,C-188,133.4,Pending,Fitness Tracker,2,2024-04-22
702,C-299,19.5,Delivered,Cable Organizer,4,2024-03-27
703,C-188,255.46,Processing,External SSD,2,2024-10-25
704,C-150,39.31,Processing,Phone Case,2,2024-11-22
705,C-258,68.58,Cancelled,Laptop Stand,3,2024-12-19
706,C-8,10.27,Pending,Ethernet Cable,2,2024-12-12
707,C-181,187.99,Pending,Webcam,3,2024-03-20
708,C-170,27.82,Shipped,Cable Organizer,3,2024-06-07
709,C-133,649.74,Shipped,VR Headset,2,2024-01-02
710,C-106,264.43,Pending,Action Camera,4,2024-06-11
711,C-205,181.91,Pending,Gaming Headset,1,2024-04-27
712,C-142,109.23,Processing,Mechanical Keyboard,4,2024-05-05
713,C-221,389.61,Cancelled,Smart Watch,5,2024-01-05
714,C-59,150.33,Cancelled,Gaming Headset,1,2024-11-22
715,C-51,15.19,Shipped,HDMI Cable,4,2024-07-22
716,C-230,36.04,Delivered,Tablet Stand,1,2024-03-04
717,C-19,290.05,Shipped,Audio Interface,4,2024-02-16
718,C-237,58.24,Shipped,Tablet Stand,1,2024-07-08
719,C-228,103.33,Cancelled,Network Switch,2,2024-12-24
720,C-274,124.42,Cancelled,Mechanical Keyboard,3,2024-02-24
721,C-33,106.25,Shipped,Fitness Tracker,1,2024-01-27
722,C-177,144.08,Shipped,Network Switch,3,2024-01-31
723,C-251,9.65,Processing,Ethernet Cable,4,2024-05-27
724,C-293,297.83,Pending,Audio Interface,4,2024-09-20
725,C-282,95.86,Cancelled,Network Switch,2,2024-02-05
726,C-200,696.39,Cancelled,3D Printer,1,2024-07-13
727,C-125,238.22,Processing,Action Camera,3,2024-01-27
728,C-89,2959.4,Pending,3D Printer,2,2024-02-21
729,C-6,34.03,Processing,Wireless Charger,2,2024-04-10
730,C-105,31.97,Pending,SD Card,5,2024-09-20
731,C-248,1442.67,Processing,Drone,5,2024-12-16
732,C-113,177.14,Cancelled,Action Camera,1,2024-10-25
733,C-130,21.3,Delivered,Phone Charger,2,2024-09-21
734,C-123,145.05,Delivered,Router,4,2024-08-08
735,C-243,250.64,Cancelled,External SSD,1,2024-05-11
736,C-112,29.99,Cancelled,USB Flash Drive,1,2024-09-05
737,C-113,218.8,Cancelled,Monitor,2,2024-02-11
738,C-209,32.1,Shipped,USB Flash Drive,4,2024-03-29
739,C-115,33.12,Cancelled,Phone Charger,2,2024-09-03
740,C-71,1987.54,Shipped,3D Printer,4,2024-05-07
741,C-125,0.0,Cancelled,Network Switch,2,2024-06-17
742,C-199,18.25,Delivered,Printer Cable,4,2024-02-11
743,C-171,139.99,Shipped,Webcam,2,2024-02-02
744,C-192,10.04,Processing,Ethernet Cable,3,2024-03-03
745,C-69,22.12,Processing,USB Flash Drive,4,2024-09-11
746,C-9,108.33,Pending,Fitness Tracker,1,2024-02-08
747,C-137,128.37,Processing,Mechanical Keyboard,5,2024-04-08
748,C-238,402.64,Delivered,Graphics Tablet,4,2024-06-13
749,C-105,82.91,Cancelled,Laptop Stand,1,2024-05-31
750,C-17,323.05,Pending,Studio Headphones,4,2024-12-08
751,C-12,272.9,Pending,Docking Station,3,2024-03-22
752,C-101,174.35,Cancelled,Studio Headphones,5,2024-09-08
753,C-72,139.14,Shipped,Keyboard,5,2024-03-31
754,C-291,27.99,Shipped,Laptop Sleeve,2,2024-10-31
755,C-300,18.57,Delivered,HDMI Cable,5,2024-01-28
756,C-226,129.13,Delivered,Webcam,3,2024-08-20
757,C-8,277.56,Delivered,UPS Battery Backup,4,2024-09-09
758,C-16,163.34,Pending,Router,5,2024-01-06
759,C-6,54.81,Cancelled,Wireless Earbuds,1,2024-07-29
760,C-80,34.4,Delivered,Laptop Sleeve,1,2024-12-21
761,C-17,32.75,Delivered,Phone Charger,5,2024-06-27
762,C-261,186.93,Cancelled,Wireless Earbuds,5,2024-03-22
763,C-205,-11.34,Delivered,UPS Battery Backup,1,2024-05-10
764,C-156,19.38,Processing,Printer Cable,2,2024-08-31
765,C-82,73.06,Delivered,Desk Lamp,2,2024-04-28
766,C-152,42.79,Pending,Tablet Stand,3,2024-10-08
767,C-24,18.56,Processing,Cable Organizer,5,2024-09-15
768,C-122,146.04,Pending,Audio Interface,5,2024-02-26
769,,54.78,Delivered,Fitness Tracker,3,2024-03-07
770,C-42,784.01,Processing,VR Headset,5,2024-05-06
771,C-199,165.14,Pending,Audio Interface,1,2024-05-22
772,C-158,51.36,Shipped,Fitness Tracker,4,2024-09-16
773,C-267,27.18,Pending,Ethernet Cable,4,2024-06-29
774,C-288,33.68,Shipped,Wireless Charger,3,2024-09-08
775,C-46,183.57,Cancelled,Microphone,1,2024-08-18
776,C-144,19.21,Delivered,Cable Organizer,1,2024-06-24
777,C-69,194.35,Shipped,External SSD,3,2024-08-11
778,C-218,26.25,Shipped,USB Hub,3,2024-12-17
779,C-264,24.83,Processing,Phone Case,2,2024-01-17
780,C-116,89.39,Cancelled,Webcam,2,2024-07-14
781,C-148,35.56,Delivered,Laptop Sleeve,3,2024-05-07
782,C-187,29.45,Processing,Wireless Charger,2,2024-12-25
783,C-277,177.86,Delivered,Gaming Headset,4,2024-08-27
784,C-293,30.55,Delivered,Mouse Pad,4,2024-10-15
785,C-19,507.84,Shipped,Monitor,4,2024-08-12
786,C-204,17.06,Delivered,Mouse Pad,3,2024-12-28
787,C-287,35.58,Processing,Laptop Sleeve,1,2024-05-10
788,C-60,35.22,Cancelled,Wireless Charger,5,2024-12-28
789,C-25,83.31,Delivered,Laptop Bag,3,2024-11-20
790,C-120,10.2,Shipped,USB Cable,3,2024-04-24
791,C-38,41.53,Shipped,Laptop Cooling Pad,2,2024-06-05
792,C-156,363.92,Processing,Studio Microphone,5,2024-02-14
793,C-175,65.35,Shipped,SD Card,1,2024-09-11
794,C-185,33.69,Pending,USB Hub,2,2024-04-18
795,C-211,139.01,Processing,Studio Headphones,2,2024-03-06
796,C-125,50.26,Pending,Tablet Stand,5,2024-03-21
797,C-81,10.63,Shipped,Printer Cable,3,2024-08-18
798,C-201,113.03,Cancelled,External SSD,4,2024-09-20
799,C-223,40.66,Shipped,Tablet Stand,3,2024-11-16
800,C-103,427.03,Cancelled,Graphics Tablet,2,2024-10-09
801,C-190,34.19,Pending,Tablet Stand,5,2024-11-29
802,C-275,605.11,Pending,VR Headset,4,2024-05-19
803,C-195,37.9,Cancelled,Laptop Cooling Pad,4,2024-03-10
804,C-157,47.12,Cancelled,Phone Case,5,2024-11-09
805,C-272,23.8,Shipped,HDMI Cable,4,2024-05-02
806,C-211,1397.26,Processing,3D Printer,1,2024-05-15
807,C-215,125.74,Processing,Fitness Tracker,3,2024-05-14
808,C-85,46.02,Cancelled,Laptop Stand,1,2024-08-22
809,C-6,179.86,Cancelled,Webcam,5,2024-12-09
810,C-39,18.97,Processing,Mouse Pad,1,2024-12-08
811,,147.33,Shipped,Webcam,1,2024-02-17
812,C-76,217.31,Shipped,Action Camera,5,2024-07-09
813,C-300,644.19,Pending,VR Headset,4,2024-02-29
814,C-276,1309.09,Shipped,3D Printer,2,2024-04-02
815,C-285,48.44,Shipped,Tablet Stand,4,2024-02-18
816,C-214,18.02,Delivered,Printer Cable,4,2024-07-23
817,C-190,141.83,Pending,Fitness Tracker,5,2024-10-19
818,C-180,49.1,Processing,Desk Lamp,4,2024-01-27
819,C-213,30.37,Cancelled,Phone Charger,2,2024-03-17
820,C-148,10.15,Delivered,Printer Cable,1,2024-11-04
821,C-271,203.0,Delivered,External SSD,5,2024-09-03
822,C-24,152.69,Delivered,Webcam,3,2024-05-06
823,C-253,110.36,Pending,UPS Battery Backup,4,2024-07-10
824,C-112,285.76,Delivered,UPS Battery Backup,2,2024-02-12
825,C-287,15.8,Cancelled,Screen Protector,4,2024-07-23
826,C-97,180.26,Shipped,Studio Headphones,4,2024-07-02
827,C-40,91.82,Shipped,Ring Light,2,2024-08-25
828,C-51,119.92,Shipped,Docking Station,2,2024-09-18
829,C-260,229.25,Cancelled,Router,5,2024-02-02
830,C-111,119.09,Shipped,Keyboard,2,2024-10-22
831,C-246,-35.15,Processing,Webcam,1,2024-07-21
832,C-163,68.88,Pending,SD Card,2,2024-05-26
833,C-204,44.97,Delivered,Wireless Charger,3,2024-04-12
834,C-168,161.38,Cancelled,Mechanical Keyboard,1,2024-04-11
835,C-288,16.78,Processing,Ethernet Cable,3,2024-11-15
836,C-4,38.99,Cancelled,Wireless Charger,5,2024-04-26
837,,446.12,Pending,Studio Microphone,3,2024-03-29
838,C-125,187.0,Delivered,Microphone,1,2024-08-21
839,C-171,19.22,Pending,Screen Protector,4,2024-06-22
840,C-49,342.26,Shipped,Drawing Tablet,3,2024-01-05
841,C-215,256.48,Shipped,UPS Battery Backup,3,2024-05-05
842,C-57,2069.6,Cancelled,3D Printer,1,2024-11-29
843,C-49,175.16,Shipped,Gaming Headset,1,2024-04-08
844,C-62,108.33,Processing,UPS Battery Backup,5,2024-12-27
845,C-110,29.96,Shipped,Surge Protector,1,2024-08-01
846,C-194,47.94,Processing,Phone Case,1,2024-11-05
847,C-251,22.46,Pending,Surge Protector,4,2024-01-23
848,C-287,411.16,Cancelled,Action Camera,1,2024-01-27
849,C-100,25.93,Shipped,USB Flash Drive,1,2024-10-05
850,C-241,58.63,Processing,Laptop Stand,4,2024-06-13
