timestamp,pipeline_stage,latency_ms,record_count,error_rate,cpu_utilization,memory_usage_mb,throughput_rps,queue_depth,status
2024-01-03 04:20:00,transformation,215.72,1238,2.303,38.23,592.7,398.4,26,success
2024-01-03 04:30:00,ingestion,176.46,1326,1.673,37.03,622.9,410.3,18,success
2024-01-03 04:40:00,loading,201.25,1303,2.264,40.3,647.2,359.4,21,success
2024-01-03 04:50:00,loading,209.1,1426,2.498,39.97,680.4,367.0,15,success
2024-01-03 05:00:00,loading,195.51,1345,1.526,47.91,705.3,369.8,14,success
2024-01-03 05:10:00,loading,208.79,1263,2.686,43.0,662.3,354.4,20,success
2024-01-03 05:20:00,ingestion,183.6,1277,1.709,31.89,610.0,365.0,15,success
2024-01-03 05:30:00,ingestion,211.08,1326,2.333,32.9,637.3,406.6,17,success
2024-01-03 05:40:00,transformation,223.02,1346,2.539,39.54,597.9,366.4,18,warning
2024-01-03 05:50:00,loading,181.72,1380,2.001,38.72,707.0,386.5,13,success
2024-01-03 06:00:00,ingestion,179.14,1219,1.737,37.37,662.4,402.2,15,success
2024-01-03 06:10:00,ingestion,206.32,1410,1.819,44.41,693.4,386.9,19,success
2024-01-03 06:20:00,validation,206.95,1306,1.935,41.17,623.9,398.2,24,success
2024-01-03 06:30:00,ingestion,174.19,1296,2.524,40.97,693.9,380.6,21,success
2024-01-03 06:40:00,transformation,174.55,1285,1.313,46.51,661.0,403.3,18,warning
2024-01-03 06:50:00,validation,175.5,1279,1.395,32.24,596.3,376.5,11,success
2024-01-03 07:00:00,ingestion,158.48,1252,1.203,39.3,648.4,401.1,15,success
2024-01-03 07:10:00,ingestion,163.84,1378,1.706,37.77,642.3,402.8,16,success
2024-01-03 07:20:00,validation,161.59,1325,0.854,47.05,644.3,406.1,15,warning
2024-01-03 07:30:00,transformation,164.22,1233,0.965,27.45,581.2,403.7,14,success
2024-01-03 07:40:00,loading,174.37,1405,1.613,30.25,588.7,411.4,21,success
2024-01-03 07:50:00,transformation,177.61,1306,1.132,41.11,627.0,381.5,16,success
2024-01-03 08:00:00,ingestion,196.63,1343,1.363,45.78,660.6,385.7,18,success
2024-01-03 08:10:00,validation,157.74,1185,0.937,41.64,616.1,390.2,8,success
2024-01-03 08:20:00,transformation,186.89,1259,1.446,34.88,613.3,446.3,16,success
2024-01-03 08:30:00,ingestion,168.4,1214,2.05,45.74,703.4,380.7,20,success
2024-01-03 08:40:00,validation,170.42,1279,2.182,33.03,652.3,383.7,19,success
2024-01-03 08:50:00,ingestion,180.9,1340,2.769,46.64,643.7,409.1,13,success
2024-01-03 09:00:00,ingestion,153.64,1275,2.478,33.63,658.5,399.2,16,success
2024-01-03 09:10:00,ingestion,175.98,1408,2.153,39.36,590.8,412.1,23,success
2024-01-03 09:20:00,transformation,172.59,1205,2.24,41.27,729.3,399.5,17,success
2024-01-03 09:30:00,transformation,177.4,1293,1.84,32.06,663.2,385.5,18,success
2024-01-03 09:40:00,transformation,174.34,1176,2.003,44.99,652.7,380.3,22,success
2024-01-03 09:50:00,validation,206.91,1257,3.041,37.07,653.2,360.1,20,success
2024-01-03 10:00:00,loading,160.65,1358,1.792,41.06,613.7,395.8,18,success
2024-01-03 10:10:00,ingestion,162.47,1222,2.201,44.14,668.3,399.0,18,success
2024-01-03 10:20:00,ingestion,417.06,1603,3.703,40.08,646.8,233.1,35,success
2024-01-03 10:30:00,ingestion,162.76,1090,1.294,41.65,632.7,400.2,16,success
2024-01-03 10:40:00,ingestion,161.97,1194,1.776,46.11,659.3,380.9,15,success
2024-01-03 10:50:00,validation,189.88,1287,1.974,36.03,621.1,401.2,17,success
2024-01-03 11:00:00,validation,193.93,1201,1.629,44.86,635.1,402.6,15,success
2024-01-03 11:10:00,validation,164.71,1242,2.851,29.83,590.7,387.1,14,success
2024-01-03 11:20:00,ingestion,161.5,1360,1.701,42.35,617.0,387.9,20,success
2024-01-03 11:30:00,transformation,181.83,1234,1.597,32.37,651.0,394.5,17,success
2024-01-03 11:40:00,transformation,167.32,1192,1.749,42.59,633.1,424.9,20,success
2024-01-03 11:50:00,ingestion,186.0,1207,1.873,42.41,623.8,418.1,22,success
2024-01-03 12:00:00,transformation,180.51,1197,1.899,48.34,706.4,363.6,17,success
2024-01-03 12:10:00,loading,155.75,1292,0.761,46.49,685.8,426.7,10,success
2024-01-03 12:20:00,transformation,471.49,1758,5.361,45.54,695.5,215.9,38,warning
2024-01-03 12:30:00,validation,207.62,1408,2.751,35.71,664.5,374.6,18,success
2024-01-03 12:40:00,transformation,383.58,1775,4.571,49.45,743.2,279.9,27,success
2024-01-03 12:50:00,ingestion,177.26,1137,1.935,36.75,635.9,384.0,16,success
2024-01-03 13:00:00,transformation,188.62,1332,2.217,47.74,635.4,408.8,18,warning
2024-01-03 13:10:00,ingestion,190.65,1215,1.473,27.39,616.0,414.1,15,success
2024-01-03 13:20:00,ingestion,196.84,1378,2.385,51.61,672.6,411.1,17,success
2024-01-03 13:30:00,transformation,218.48,1327,2.311,42.56,632.2,332.0,16,success
2024-01-03 13:40:00,loading,187.07,1301,1.64,35.45,639.1,383.2,18,success
2024-01-03 13:50:00,transformation,179.17,1184,2.224,41.43,683.0,353.8,24,success
2024-01-03 14:00:00,transformation,171.9,1240,2.171,45.09,644.7,381.6,21,success
2024-01-03 14:10:00,loading,183.09,1300,1.861,40.07,690.5,342.2,19,success
2024-01-03 14:20:00,validation,195.03,1420,2.169,32.48,596.0,392.0,21,success
2024-01-03 14:30:00,validation,223.94,1294,1.724,37.94,637.5,370.0,19,success
2024-01-03 14:40:00,ingestion,190.75,1261,2.529,44.11,678.0,376.9,14,success
2024-01-03 14:50:00,loading,203.37,1400,1.584,43.48,652.5,362.2,17,success
2024-01-03 15:00:00,ingestion,535.56,1788,5.003,46.04,619.9,184.9,38,success
2024-01-03 15:10:00,transformation,220.83,1444,2.239,48.2,708.5,347.3,20,success
2024-01-03 15:20:00,ingestion,242.4,1387,2.981,44.5,649.0,333.0,26,success
2024-01-03 15:30:00,transformation,198.01,1341,2.537,44.2,689.0,357.1,25,success
2024-01-03 15:40:00,ingestion,200.09,1349,1.998,38.18,607.7,375.9,19,success
2024-01-03 15:50:00,transformation,224.54,1309,2.632,37.1,609.0,353.6,16,success
2024-01-03 16:00:00,transformation,220.53,1384,1.361,32.26,650.8,360.0,18,success
2024-01-03 16:10:00,ingestion,239.4,1321,2.034,38.52,657.0,366.8,21,success
2024-01-03 16:20:00,transformation,221.82,1314,1.869,44.39,654.2,386.2,21,success
2024-01-03 16:30:00,loading,209.01,1379,2.716,39.66,661.5,403.6,20,success
2024-01-03 16:40:00,loading,580.0,1951,6.127,51.49,663.6,153.2,46,success
2024-01-03 16:50:00,ingestion,233.58,1367,2.428,46.06,676.5,366.8,19,warning
2024-01-03 17:00:00,validation,230.47,1268,2.446,40.88,658.9,365.5,20,success
2024-01-03 17:10:00,validation,226.95,1282,3.054,41.58,646.3,330.3,23,success
2024-01-03 17:20:00,transformation,236.46,1400,2.28,34.21,606.7,350.7,15,success
2024-01-03 17:30:00,ingestion,239.07,1441,1.734,40.0,654.1,349.3,19,success
2024-01-03 17:40:00,validation,243.28,1300,2.976,48.13,678.8,343.8,25,success
2024-01-03 17:50:00,loading,233.24,1305,2.423,40.09,638.3,359.2,26,success
2024-01-03 18:00:00,transformation,221.9,1365,2.696,49.96,655.8,362.5,20,success
2024-01-03 18:10:00,transformation,227.45,1372,2.252,36.96,641.7,343.8,24,success
2024-01-03 18:20:00,transformation,244.13,1260,2.022,40.07,638.3,350.5,26,success
2024-01-03 18:30:00,ingestion,214.49,1356,2.346,38.43,615.5,358.5,19,success
2024-01-03 18:40:00,validation,232.92,1324,2.334,42.82,663.2,307.9,19,success
2024-01-03 18:50:00,validation,222.07,1486,2.313,46.77,723.9,338.8,20,success
2024-01-03 19:00:00,ingestion,228.9,1386,3.097,43.8,654.3,364.4,22,success
2024-01-03 19:10:00,loading,248.09,1430,1.932,46.66,720.2,373.0,24,success
2024-01-03 19:20:00,ingestion,232.14,1407,2.464,41.04,719.1,312.2,19,success
2024-01-03 19:30:00,loading,230.26,1271,1.893,38.11,616.8,344.4,24,success
2024-01-03 19:40:00,transformation,209.39,1490,0.799,33.56,629.7,383.0,14,success
2024-01-03 19:50:00,ingestion,241.12,1255,2.387,42.02,722.2,372.9,18,success
2024-01-03 20:00:00,transformation,239.68,1447,2.412,42.57,657.4,347.8,23,success
2024-01-03 20:10:00,transformation,262.44,1469,2.936,41.7,659.1,328.9,27,success
2024-01-03 20:20:00,ingestion,225.29,1322,2.144,38.88,598.0,389.2,21,success
2024-01-03 20:30:00,transformation,233.04,1426,1.586,41.21,640.3,376.1,21,success
2024-01-03 20:40:00,transformation,233.26,1347,1.921,39.02,665.2,377.2,26,warning
2024-01-03 20:50:00,validation,252.87,1350,3.187,37.61,716.5,338.9,27,success
2024-01-03 21:00:00,ingestion,227.41,1401,1.856,42.21,653.9,385.8,20,success
2024-01-03 21:10:00,transformation,232.57,1291,3.117,41.79,608.4,321.6,21,success
2024-01-03 21:20:00,ingestion,236.98,1361,2.895,36.56,597.8,380.4,25,success
2024-01-03 21:30:00,validation,230.07,1320,2.142,37.8,643.2,360.6,23,success
2024-01-03 21:40:00,ingestion,219.92,1324,1.835,38.84,683.3,370.6,20,success
2024-01-03 21:50:00,loading,228.8,1400,2.812,41.02,674.7,343.8,21,success
2024-01-03 22:00:00,validation,241.2,1338,2.292,39.43,663.8,319.0,21,warning
2024-01-03 22:10:00,transformation,208.85,1318,1.316,43.07,702.0,376.8,17,warning
2024-01-03 22:20:00,transformation,225.33,1320,2.534,31.54,600.8,375.8,20,success
2024-01-03 22:30:00,ingestion,211.86,1454,2.327,34.43,633.1,386.9,18,success
2024-01-03 22:40:00,ingestion,239.26,1410,2.961,42.12,643.8,368.3,23,success
2024-01-03 22:50:00,loading,197.41,1333,2.149,36.98,633.3,388.9,17,success
2024-01-03 23:00:00,loading,210.74,1391,1.833,45.29,640.3,355.1,19,success
2024-01-03 23:10:00,ingestion,223.6,1310,2.871,45.5,660.9,381.2,15,success
2024-01-03 23:20:00,transformation,240.2,1453,3.085,42.96,661.5,335.2,21,success
2024-01-03 23:30:00,validation,214.47,1370,2.261,35.19,624.0,393.5,23,success
2024-01-03 23:40:00,transformation,205.82,1204,2.088,43.33,658.8,374.8,16,success
2024-01-03 23:50:00,ingestion,241.03,1271,1.749,40.06,664.4,354.4,22,success
2024-01-04 00:00:00,ingestion,189.72,1257,1.593,31.42,659.1,403.5,15,success
2024-01-04 00:10:00,ingestion,177.06,1177,2.151,30.66,658.6,413.8,20,success
2024-01-04 00:20:00,validation,215.21,1325,1.873,47.46,701.0,386.3,18,success
2024-01-04 00:30:00,transformation,199.63,1238,1.268,45.33,632.9,363.8,16,success
2024-01-04 00:40:00,transformation,190.38,1296,3.652,26.85,595.2,401.0,21,success
2024-01-04 00:50:00,loading,214.85,1456,1.417,35.05,626.4,354.8,14,success
2024-01-04 01:00:00,transformation,524.28,1834,6.371,53.21,678.5,201.2,46,success
2024-01-04 01:10:00,loading,192.77,1284,1.774,39.17,659.4,355.8,22,success
2024-01-04 01:20:00,transformation,180.53,1319,1.763,43.29,615.7,389.8,16,success
2024-01-04 01:30:00,ingestion,211.32,1282,1.777,38.92,699.0,356.8,20,success
2024-01-04 01:40:00,loading,483.2,1840,5.223,50.87,725.9,227.5,41,success
2024-01-04 01:50:00,transformation,193.77,1349,1.218,40.26,667.3,406.0,16,success
2024-01-04 02:00:00,ingestion,221.48,1357,1.295,38.17,643.7,371.1,15,success
2024-01-04 02:10:00,transformation,176.27,1294,2.568,44.7,705.3,397.6,23,success
2024-01-04 02:20:00,ingestion,168.0,1432,1.278,42.49,681.4,413.3,14,success
2024-01-04 02:30:00,transformation,179.09,1361,2.164,43.68,698.1,415.0,16,success
2024-01-04 02:40:00,loading,187.39,1475,1.331,42.91,660.4,388.3,21,success
2024-01-04 02:50:00,loading,190.36,1347,2.258,37.77,697.9,375.8,20,success
2024-01-04 03:00:00,loading,181.77,1173,2.659,45.64,706.7,403.9,20,success
2024-01-04 03:10:00,ingestion,189.37,1282,1.63,41.0,670.8,349.2,14,success
2024-01-04 03:20:00,transformation,164.07,1126,0.674,35.11,672.6,419.8,16,success
2024-01-04 03:30:00,ingestion,203.29,1367,2.877,46.9,663.6,363.8,29,success
2024-01-04 03:40:00,loading,179.24,1346,2.256,33.59,594.5,387.7,21,warning
2024-01-04 03:50:00,transformation,196.12,1242,1.724,49.81,696.0,400.6,19,success
2024-01-04 04:00:00,transformation,183.44,1241,1.725,37.72,642.3,381.6,19,success
2024-01-04 04:10:00,validation,184.14,1306,1.286,33.25,622.4,402.5,15,success
2024-01-04 04:20:00,transformation,184.88,1199,2.559,47.51,714.8,411.9,18,success
2024-01-04 04:30:00,transformation,182.16,1189,1.554,35.52,641.3,392.9,16,success
2024-01-04 04:40:00,loading,184.25,1393,1.133,42.11,667.3,395.7,14,success
2024-01-04 04:50:00,loading,193.78,1319,2.045,43.37,654.0,381.3,17,success
2024-01-04 05:00:00,ingestion,176.09,1237,1.331,44.48,694.1,396.7,15,success
2024-01-04 05:10:00,transformation,183.14,1157,1.316,38.85,669.0,367.8,16,success
2024-01-04 05:20:00,loading,170.6,1341,1.491,36.88,667.3,391.8,15,success
2024-01-04 05:30:00,ingestion,438.68,1647,4.43,45.8,657.4,211.0,36,success
2024-01-04 05:40:00,transformation,160.88,1406,0.918,38.99,687.6,385.5,15,success
2024-01-04 05:50:00,ingestion,197.69,1385,2.669,42.02,714.2,341.3,20,success
2024-01-04 06:00:00,transformation,349.75,1494,3.836,50.55,714.2,295.4,34,success
2024-01-04 06:10:00,ingestion,148.73,1180,1.305,41.48,632.9,444.6,15,success
2024-01-04 06:20:00,transformation,171.98,1412,1.268,42.21,635.7,387.7,22,success
2024-01-04 06:30:00,ingestion,159.79,1248,1.553,42.41,649.2,423.4,17,success
2024-01-04 06:40:00,transformation,182.63,1251,2.276,42.82,644.9,412.9,17,success
2024-01-04 06:50:00,loading,160.33,1258,1.976,33.48,627.0,379.8,21,success
2024-01-04 07:00:00,validation,163.59,1220,2.165,38.51,665.8,382.2,17,success
2024-01-04 07:10:00,validation,142.19,1246,1.182,51.5,700.9,434.5,7,success
2024-01-04 07:20:00,transformation,164.06,1256,0.178,44.9,675.2,399.7,13,success
2024-01-04 07:30:00,ingestion,134.88,1285,1.973,36.76,633.4,393.3,14,success
2024-01-04 07:40:00,ingestion,147.94,1205,1.396,35.06,632.5,398.5,20,success
2024-01-04 07:50:00,loading,183.64,1223,2.169,35.16,659.0,398.2,15,success
2024-01-04 08:00:00,transformation,184.62,1267,2.681,43.34,603.3,373.3,18,success
2024-01-04 08:10:00,ingestion,179.88,1259,3.016,46.92,675.9,336.6,23,success
2024-01-04 08:20:00,validation,159.73,1249,1.272,41.65,666.4,397.7,16,success
2024-01-04 08:30:00,ingestion,174.32,1329,1.81,40.72,678.0,390.6,16,success
2024-01-04 08:40:00,ingestion,175.85,1327,2.442,37.68,613.6,394.7,16,success
2024-01-04 08:50:00,loading,159.45,1351,1.172,41.91,626.8,429.5,16,success
2024-01-04 09:00:00,loading,200.36,1255,1.713,34.72,651.0,380.9,18,success
2024-01-04 09:10:00,transformation,192.0,1338,1.626,30.39,561.2,389.7,15,success
2024-01-04 09:20:00,loading,176.62,1340,1.752,48.28,720.9,415.1,15,success
2024-01-04 09:30:00,validation,181.48,1236,1.705,33.51,636.1,391.3,15,success
2024-01-04 09:40:00,validation,185.39,1280,1.557,37.58,690.3,431.5,14,success
2024-01-04 09:50:00,ingestion,152.86,1104,1.046,39.84,618.8,383.0,17,success
2024-01-04 10:00:00,ingestion,181.06,1362,2.217,47.6,665.5,372.7,20,success
2024-01-04 10:10:00,transformation,175.84,1264,2.427,40.25,580.6,406.8,21,success
2024-01-04 10:20:00,loading,172.39,1340,2.465,34.13,607.6,421.7,18,success
2024-01-04 10:30:00,transformation,184.58,1311,1.605,38.16,640.0,385.2,16,success
2024-01-04 10:40:00,ingestion,217.17,1332,2.599,36.59,581.2,349.5,20,success
2024-01-04 10:50:00,ingestion,201.24,1194,2.131,37.72,632.2,414.5,22,success
2024-01-04 11:00:00,validation,184.51,1182,1.56,43.89,606.0,373.4,11,success
2024-01-04 11:10:00,ingestion,203.14,1117,2.399,24.07,588.5,384.9,18,success
